Fecha,Palabra Clave,Puntuación,País,Código Google Trend,Created_at
2014-07,Psicoterapia,30,Lituania,LT,23/05/2024
2014-08,Psicoterapia,38,Lituania,LT,23/05/2024
2014-09,Psicoterapia,61,Lituania,LT,23/05/2024
2014-10,Psicoterapia,52,Lituania,LT,23/05/2024
2014-11,Psicoterapia,47,Lituania,LT,23/05/2024
2014-12,Psicoterapia,57,Lituania,LT,23/05/2024
2015-01,Psicoterapia,50,Lituania,LT,23/05/2024
2015-02,Psicoterapia,43,Lituania,LT,23/05/2024
2015-03,Psicoterapia,36,Lituania,LT,23/05/2024
2015-04,Psicoterapia,40,Lituania,LT,23/05/2024
2015-05,Psicoterapia,48,Lituania,LT,23/05/2024
2015-06,Psicoterapia,59,Lituania,LT,23/05/2024
2015-07,Psicoterapia,39,Lituania,LT,23/05/2024
2015-08,Psicoterapia,39,Lituania,LT,23/05/2024
2015-09,Psicoterapia,59,Lituania,LT,23/05/2024
2015-10,Psicoterapia,42,Lituania,LT,23/05/2024
2015-11,Psicoterapia,51,Lituania,LT,23/05/2024
2015-12,Psicoterapia,39,Lituania,LT,23/05/2024
2016-01,Psicoterapia,48,Lituania,LT,23/05/2024
2016-02,Psicoterapia,51,Lituania,LT,23/05/2024
2016-03,Psicoterapia,48,Lituania,LT,23/05/2024
2016-04,Psicoterapia,46,Lituania,LT,23/05/2024
2016-05,Psicoterapia,45,Lituania,LT,23/05/2024
2016-06,Psicoterapia,43,Lituania,LT,23/05/2024
2016-07,Psicoterapia,26,Lituania,LT,23/05/2024
2016-08,Psicoterapia,34,Lituania,LT,23/05/2024
2016-09,Psicoterapia,54,Lituania,LT,23/05/2024
2016-10,Psicoterapia,32,Lituania,LT,23/05/2024
2016-11,Psicoterapia,31,Lituania,LT,23/05/2024
2016-12,Psicoterapia,57,Lituania,LT,23/05/2024
2017-01,Psicoterapia,63,Lituania,LT,23/05/2024
2017-02,Psicoterapia,71,Lituania,LT,23/05/2024
2017-03,Psicoterapia,48,Lituania,LT,23/05/2024
2017-04,Psicoterapia,74,Lituania,LT,23/05/2024
2017-05,Psicoterapia,63,Lituania,LT,23/05/2024
2017-06,Psicoterapia,44,Lituania,LT,23/05/2024
2017-07,Psicoterapia,75,Lituania,LT,23/05/2024
2017-08,Psicoterapia,62,Lituania,LT,23/05/2024
2017-09,Psicoterapia,84,Lituania,LT,23/05/2024
2017-10,Psicoterapia,72,Lituania,LT,23/05/2024
2017-11,Psicoterapia,87,Lituania,LT,23/05/2024
2017-12,Psicoterapia,63,Lituania,LT,23/05/2024
2018-01,Psicoterapia,48,Lituania,LT,23/05/2024
2018-02,Psicoterapia,57,Lituania,LT,23/05/2024
2018-03,Psicoterapia,66,Lituania,LT,23/05/2024
2018-04,Psicoterapia,66,Lituania,LT,23/05/2024
2018-05,Psicoterapia,41,Lituania,LT,23/05/2024
2018-06,Psicoterapia,59,Lituania,LT,23/05/2024
2018-07,Psicoterapia,46,Lituania,LT,23/05/2024
2018-08,Psicoterapia,32,Lituania,LT,23/05/2024
2018-09,Psicoterapia,60,Lituania,LT,23/05/2024
2018-10,Psicoterapia,54,Lituania,LT,23/05/2024
2018-11,Psicoterapia,54,Lituania,LT,23/05/2024
2018-12,Psicoterapia,69,Lituania,LT,23/05/2024
2019-01,Psicoterapia,48,Lituania,LT,23/05/2024
2019-02,Psicoterapia,53,Lituania,LT,23/05/2024
2019-03,Psicoterapia,49,Lituania,LT,23/05/2024
2019-04,Psicoterapia,30,Lituania,LT,23/05/2024
2019-05,Psicoterapia,56,Lituania,LT,23/05/2024
2019-06,Psicoterapia,57,Lituania,LT,23/05/2024
2019-07,Psicoterapia,64,Lituania,LT,23/05/2024
2019-08,Psicoterapia,50,Lituania,LT,23/05/2024
2019-09,Psicoterapia,76,Lituania,LT,23/05/2024
2019-10,Psicoterapia,62,Lituania,LT,23/05/2024
2019-11,Psicoterapia,57,Lituania,LT,23/05/2024
2019-12,Psicoterapia,54,Lituania,LT,23/05/2024
2020-01,Psicoterapia,61,Lituania,LT,23/05/2024
2020-02,Psicoterapia,79,Lituania,LT,23/05/2024
2020-03,Psicoterapia,43,Lituania,LT,23/05/2024
2020-04,Psicoterapia,37,Lituania,LT,23/05/2024
2020-05,Psicoterapia,62,Lituania,LT,23/05/2024
2020-06,Psicoterapia,79,Lituania,LT,23/05/2024
2020-07,Psicoterapia,58,Lituania,LT,23/05/2024
2020-08,Psicoterapia,67,Lituania,LT,23/05/2024
2020-09,Psicoterapia,77,Lituania,LT,23/05/2024
2020-10,Psicoterapia,69,Lituania,LT,23/05/2024
2020-11,Psicoterapia,57,Lituania,LT,23/05/2024
2020-12,Psicoterapia,49,Lituania,LT,23/05/2024
2021-01,Psicoterapia,52,Lituania,LT,23/05/2024
2021-02,Psicoterapia,70,Lituania,LT,23/05/2024
2021-03,Psicoterapia,60,Lituania,LT,23/05/2024
2021-04,Psicoterapia,56,Lituania,LT,23/05/2024
2021-05,Psicoterapia,68,Lituania,LT,23/05/2024
2021-06,Psicoterapia,49,Lituania,LT,23/05/2024
2021-07,Psicoterapia,61,Lituania,LT,23/05/2024
2021-08,Psicoterapia,50,Lituania,LT,23/05/2024
2021-09,Psicoterapia,65,Lituania,LT,23/05/2024
2021-10,Psicoterapia,55,Lituania,LT,23/05/2024
2021-11,Psicoterapia,80,Lituania,LT,23/05/2024
2021-12,Psicoterapia,54,Lituania,LT,23/05/2024
2022-01,Psicoterapia,88,Lituania,LT,23/05/2024
2022-02,Psicoterapia,77,Lituania,LT,23/05/2024
2022-03,Psicoterapia,67,Lituania,LT,23/05/2024
2022-04,Psicoterapia,58,Lituania,LT,23/05/2024
2022-05,Psicoterapia,74,Lituania,LT,23/05/2024
2022-06,Psicoterapia,48,Lituania,LT,23/05/2024
2022-07,Psicoterapia,62,Lituania,LT,23/05/2024
2022-08,Psicoterapia,77,Lituania,LT,23/05/2024
2022-09,Psicoterapia,66,Lituania,LT,23/05/2024
2022-10,Psicoterapia,83,Lituania,LT,23/05/2024
2022-11,Psicoterapia,69,Lituania,LT,23/05/2024
2022-12,Psicoterapia,59,Lituania,LT,23/05/2024
2023-01,Psicoterapia,79,Lituania,LT,23/05/2024
2023-02,Psicoterapia,68,Lituania,LT,23/05/2024
2023-03,Psicoterapia,83,Lituania,LT,23/05/2024
2023-04,Psicoterapia,74,Lituania,LT,23/05/2024
2023-05,Psicoterapia,80,Lituania,LT,23/05/2024
2023-06,Psicoterapia,89,Lituania,LT,23/05/2024
2023-07,Psicoterapia,64,Lituania,LT,23/05/2024
2023-08,Psicoterapia,66,Lituania,LT,23/05/2024
2023-09,Psicoterapia,91,Lituania,LT,23/05/2024
2023-10,Psicoterapia,84,Lituania,LT,23/05/2024
2023-11,Psicoterapia,90,Lituania,LT,23/05/2024
2023-12,Psicoterapia,71,Lituania,LT,23/05/2024
2024-01,Psicoterapia,86,Lituania,LT,23/05/2024
2024-02,Psicoterapia,86,Lituania,LT,23/05/2024
2024-03,Psicoterapia,85,Lituania,LT,23/05/2024
2024-04,Psicoterapia,99,Lituania,LT,23/05/2024
2024-05,Psicoterapia,84,Lituania,LT,23/05/2024
Categoría: Todas las categorías,Psicoterapia,,Luxemburgo,LU,23/05/2024
Mes,Psicoterapia,Psicoterapia: (Luxemburgo),Luxemburgo,LU,23/05/2024
2010-01,Psicoterapia,100,Luxemburgo,LU,23/05/2024
2010-02,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2010-03,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2010-04,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2010-05,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2010-06,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2010-07,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2010-08,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2010-09,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2010-10,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2010-11,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2010-12,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2011-01,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2011-02,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2011-03,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2011-04,Psicoterapia,80,Luxemburgo,LU,23/05/2024
2011-05,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2011-06,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2011-07,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2011-08,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2011-09,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2011-10,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2011-11,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2011-12,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2012-01,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2012-02,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2012-03,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2012-04,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2012-05,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2012-06,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2012-07,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2012-08,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2012-09,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2012-10,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2012-11,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2012-12,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2013-01,Psicoterapia,39,Luxemburgo,LU,23/05/2024
2013-02,Psicoterapia,41,Luxemburgo,LU,23/05/2024
2013-03,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2013-04,Psicoterapia,45,Luxemburgo,LU,23/05/2024
2013-05,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2013-06,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2013-07,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2013-08,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2013-09,Psicoterapia,64,Luxemburgo,LU,23/05/2024
2013-10,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2013-11,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2013-12,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2014-01,Psicoterapia,44,Luxemburgo,LU,23/05/2024
2014-02,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2014-03,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2014-04,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2014-05,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2014-06,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2014-07,Psicoterapia,41,Luxemburgo,LU,23/05/2024
2014-08,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2014-09,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2014-10,Psicoterapia,48,Luxemburgo,LU,23/05/2024
2014-11,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2014-12,Psicoterapia,44,Luxemburgo,LU,23/05/2024
2015-01,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2015-02,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2015-03,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2015-04,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2015-05,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2015-06,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2015-07,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2015-08,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2015-09,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2015-10,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2015-11,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2015-12,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2016-01,Psicoterapia,42,Luxemburgo,LU,23/05/2024
2016-02,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2016-03,Psicoterapia,33,Luxemburgo,LU,23/05/2024
2016-04,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2016-05,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2016-06,Psicoterapia,37,Luxemburgo,LU,23/05/2024
2016-07,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2016-08,Psicoterapia,50,Luxemburgo,LU,23/05/2024
2016-09,Psicoterapia,43,Luxemburgo,LU,23/05/2024
2016-10,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2016-11,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2016-12,Psicoterapia,45,Luxemburgo,LU,23/05/2024
2017-01,Psicoterapia,47,Luxemburgo,LU,23/05/2024
2017-02,Psicoterapia,35,Luxemburgo,LU,23/05/2024
2017-03,Psicoterapia,30,Luxemburgo,LU,23/05/2024
2017-04,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2017-05,Psicoterapia,44,Luxemburgo,LU,23/05/2024
2017-06,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2017-07,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2017-08,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2017-09,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2017-10,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2017-11,Psicoterapia,30,Luxemburgo,LU,23/05/2024
2017-12,Psicoterapia,33,Luxemburgo,LU,23/05/2024
2018-01,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2018-02,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2018-03,Psicoterapia,34,Luxemburgo,LU,23/05/2024
2018-04,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2018-05,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2018-06,Psicoterapia,32,Luxemburgo,LU,23/05/2024
2018-07,Psicoterapia,28,Luxemburgo,LU,23/05/2024
2018-08,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2018-09,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2018-10,Psicoterapia,30,Luxemburgo,LU,23/05/2024
2018-11,Psicoterapia,30,Luxemburgo,LU,23/05/2024
2018-12,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2019-01,Psicoterapia,32,Luxemburgo,LU,23/05/2024
2019-02,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2019-03,Psicoterapia,45,Luxemburgo,LU,23/05/2024
2019-04,Psicoterapia,40,Luxemburgo,LU,23/05/2024
2019-05,Psicoterapia,40,Luxemburgo,LU,23/05/2024
2019-06,Psicoterapia,37,Luxemburgo,LU,23/05/2024
2019-07,Psicoterapia,52,Luxemburgo,LU,23/05/2024
2019-08,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2019-09,Psicoterapia,41,Luxemburgo,LU,23/05/2024
2019-10,Psicoterapia,53,Luxemburgo,LU,23/05/2024
2019-11,Psicoterapia,41,Luxemburgo,LU,23/05/2024
2019-12,Psicoterapia,0,Luxemburgo,LU,23/05/2024
2020-01,Psicoterapia,43,Luxemburgo,LU,23/05/2024
2020-02,Psicoterapia,40,Luxemburgo,LU,23/05/2024
2020-03,Psicoterapia,34,Luxemburgo,LU,23/05/2024
2020-04,Psicoterapia,26,Luxemburgo,LU,23/05/2024
2020-05,Psicoterapia,30,Luxemburgo,LU,23/05/2024
2020-06,Psicoterapia,24,Luxemburgo,LU,23/05/2024
2020-07,Psicoterapia,25,Luxemburgo,LU,23/05/2024
2020-08,Psicoterapia,31,Luxemburgo,LU,23/05/2024
2020-09,Psicoterapia,52,Luxemburgo,LU,23/05/2024
2020-10,Psicoterapia,43,Luxemburgo,LU,23/05/2024
2020-11,Psicoterapia,38,Luxemburgo,LU,23/05/2024
2020-12,Psicoterapia,31,Luxemburgo,LU,23/05/2024
2021-01,Psicoterapia,38,Luxemburgo,LU,23/05/2024
2021-02,Psicoterapia,44,Luxemburgo,LU,23/05/2024
2021-03,Psicoterapia,45,Luxemburgo,LU,23/05/2024
2021-04,Psicoterapia,26,Luxemburgo,LU,23/05/2024
2021-05,Psicoterapia,38,Luxemburgo,LU,23/05/2024
2021-06,Psicoterapia,39,Luxemburgo,LU,23/05/2024
2021-07,Psicoterapia,27,Luxemburgo,LU,23/05/2024
2021-08,Psicoterapia,34,Luxemburgo,LU,23/05/2024
2021-09,Psicoterapia,52,Luxemburgo,LU,23/05/2024
2021-10,Psicoterapia,74,Luxemburgo,LU,23/05/2024
2021-11,Psicoterapia,54,Luxemburgo,LU,23/05/2024
2021-12,Psicoterapia,36,Luxemburgo,LU,23/05/2024
2022-01,Psicoterapia,58,Luxemburgo,LU,23/05/2024
2022-02,Psicoterapia,52,Luxemburgo,LU,23/05/2024
2022-03,Psicoterapia,64,Luxemburgo,LU,23/05/2024
2022-04,Psicoterapia,47,Luxemburgo,LU,23/05/2024
2022-05,Psicoterapia,47,Luxemburgo,LU,23/05/2024
2022-06,Psicoterapia,41,Luxemburgo,LU,23/05/2024
2022-07,Psicoterapia,29,Luxemburgo,LU,23/05/2024
2022-08,Psicoterapia,43,Luxemburgo,LU,23/05/2024
2022-09,Psicoterapia,62,Luxemburgo,LU,23/05/2024
2022-10,Psicoterapia,50,Luxemburgo,LU,23/05/2024
2022-11,Psicoterapia,42,Luxemburgo,LU,23/05/2024
2022-12,Psicoterapia,54,Luxemburgo,LU,23/05/2024
2023-01,Psicoterapia,71,Luxemburgo,LU,23/05/2024
2023-02,Psicoterapia,94,Luxemburgo,LU,23/05/2024
2023-03,Psicoterapia,76,Luxemburgo,LU,23/05/2024
2023-04,Psicoterapia,92,Luxemburgo,LU,23/05/2024
2023-05,Psicoterapia,99,Luxemburgo,LU,23/05/2024
2023-06,Psicoterapia,83,Luxemburgo,LU,23/05/2024
2023-07,Psicoterapia,59,Luxemburgo,LU,23/05/2024
2023-08,Psicoterapia,73,Luxemburgo,LU,23/05/2024
2023-09,Psicoterapia,65,Luxemburgo,LU,23/05/2024
2023-10,Psicoterapia,81,Luxemburgo,LU,23/05/2024
2023-11,Psicoterapia,48,Luxemburgo,LU,23/05/2024
2023-12,Psicoterapia,43,Luxemburgo,LU,23/05/2024
2024-01,Psicoterapia,56,Luxemburgo,LU,23/05/2024
2024-02,Psicoterapia,71,Luxemburgo,LU,23/05/2024
2024-03,Psicoterapia,29,Luxemburgo,LU,23/05/2024
2024-04,Psicoterapia,63,Luxemburgo,LU,23/05/2024
2024-05,Psicoterapia,23,Luxemburgo,LU,23/05/2024
Categoría: Todas las categorías,Psicoterapia,,Letonia,LV,23/05/2024
Mes,Psicoterapia,Psicoterapia: (Letonia),Letonia,LV,23/05/2024
2010-01,Psicoterapia,44,Letonia,LV,23/05/2024
2010-02,Psicoterapia,0,Letonia,LV,23/05/2024
2010-03,Psicoterapia,0,Letonia,LV,23/05/2024
2010-04,Psicoterapia,38,Letonia,LV,23/05/2024
2010-05,Psicoterapia,0,Letonia,LV,23/05/2024
2010-06,Psicoterapia,100,Letonia,LV,23/05/2024
2010-07,Psicoterapia,0,Letonia,LV,23/05/2024
2010-08,Psicoterapia,0,Letonia,LV,23/05/2024
2010-09,Psicoterapia,45,Letonia,LV,23/05/2024
2010-10,Psicoterapia,36,Letonia,LV,23/05/2024
2010-11,Psicoterapia,38,Letonia,LV,23/05/2024
2010-12,Psicoterapia,38,Letonia,LV,23/05/2024
2011-01,Psicoterapia,27,Letonia,LV,23/05/2024
2011-02,Psicoterapia,24,Letonia,LV,23/05/2024
2011-03,Psicoterapia,0,Letonia,LV,23/05/2024
2011-04,Psicoterapia,25,Letonia,LV,23/05/2024
2011-05,Psicoterapia,29,Letonia,LV,23/05/2024
2011-06,Psicoterapia,0,Letonia,LV,23/05/2024
2011-07,Psicoterapia,0,Letonia,LV,23/05/2024
2011-08,Psicoterapia,0,Letonia,LV,23/05/2024
2011-09,Psicoterapia,30,Letonia,LV,23/05/2024
2011-10,Psicoterapia,31,Letonia,LV,23/05/2024
2011-11,Psicoterapia,28,Letonia,LV,23/05/2024
2011-12,Psicoterapia,22,Letonia,LV,23/05/2024
2012-01,Psicoterapia,26,Letonia,LV,23/05/2024
2012-02,Psicoterapia,0,Letonia,LV,23/05/2024
2012-03,Psicoterapia,24,Letonia,LV,23/05/2024
2012-04,Psicoterapia,25,Letonia,LV,23/05/2024
2012-05,Psicoterapia,27,Letonia,LV,23/05/2024
2012-06,Psicoterapia,20,Letonia,LV,23/05/2024
2012-07,Psicoterapia,20,Letonia,LV,23/05/2024
2012-08,Psicoterapia,0,Letonia,LV,23/05/2024
2012-09,Psicoterapia,20,Letonia,LV,23/05/2024
2012-10,Psicoterapia,27,Letonia,LV,23/05/2024
2012-11,Psicoterapia,16,Letonia,LV,23/05/2024
2012-12,Psicoterapia,21,Letonia,LV,23/05/2024
2013-01,Psicoterapia,32,Letonia,LV,23/05/2024
2013-02,Psicoterapia,0,Letonia,LV,23/05/2024
2013-03,Psicoterapia,17,Letonia,LV,23/05/2024
2013-04,Psicoterapia,19,Letonia,LV,23/05/2024
2013-05,Psicoterapia,0,Letonia,LV,23/05/2024
2013-06,Psicoterapia,18,Letonia,LV,23/05/2024
2013-07,Psicoterapia,21,Letonia,LV,23/05/2024
2013-08,Psicoterapia,16,Letonia,LV,23/05/2024
2013-09,Psicoterapia,27,Letonia,LV,23/05/2024
2013-10,Psicoterapia,19,Letonia,LV,23/05/2024
2013-11,Psicoterapia,19,Letonia,LV,23/05/2024
2013-12,Psicoterapia,16,Letonia,LV,23/05/2024
2014-01,Psicoterapia,24,Letonia,LV,23/05/2024
2014-02,Psicoterapia,26,Letonia,LV,23/05/2024
2014-03,Psicoterapia,17,Letonia,LV,23/05/2024
2014-04,Psicoterapia,0,Letonia,LV,23/05/2024
2014-05,Psicoterapia,16,Letonia,LV,23/05/2024
2014-06,Psicoterapia,0,Letonia,LV,23/05/2024
2014-07,Psicoterapia,0,Letonia,LV,23/05/2024
2014-08,Psicoterapia,20,Letonia,LV,23/05/2024
2014-09,Psicoterapia,0,Letonia,LV,23/05/2024
2014-10,Psicoterapia,23,Letonia,LV,23/05/2024
2014-11,Psicoterapia,20,Letonia,LV,23/05/2024
2014-12,Psicoterapia,23,Letonia,LV,23/05/2024
2015-01,Psicoterapia,23,Letonia,LV,23/05/2024
2015-02,Psicoterapia,18,Letonia,LV,23/05/2024
2015-03,Psicoterapia,13,Letonia,LV,23/05/2024
2015-04,Psicoterapia,18,Letonia,LV,23/05/2024
2015-05,Psicoterapia,18,Letonia,LV,23/05/2024
2015-06,Psicoterapia,0,Letonia,LV,23/05/2024
2015-07,Psicoterapia,0,Letonia,LV,23/05/2024
2015-08,Psicoterapia,14,Letonia,LV,23/05/2024
2015-09,Psicoterapia,20,Letonia,LV,23/05/2024
2015-10,Psicoterapia,14,Letonia,LV,23/05/2024
2015-11,Psicoterapia,25,Letonia,LV,23/05/2024
2015-12,Psicoterapia,0,Letonia,LV,23/05/2024
2016-01,Psicoterapia,19,Letonia,LV,23/05/2024
2016-02,Psicoterapia,23,Letonia,LV,23/05/2024
2016-03,Psicoterapia,17,Letonia,LV,23/05/2024
2016-04,Psicoterapia,15,Letonia,LV,23/05/2024
2016-05,Psicoterapia,25,Letonia,LV,23/05/2024
2016-06,Psicoterapia,17,Letonia,LV,23/05/2024
2016-07,Psicoterapia,19,Letonia,LV,23/05/2024
2016-08,Psicoterapia,19,Letonia,LV,23/05/2024
2016-09,Psicoterapia,20,Letonia,LV,23/05/2024
2016-10,Psicoterapia,26,Letonia,LV,23/05/2024
2016-11,Psicoterapia,41,Letonia,LV,23/05/2024
2016-12,Psicoterapia,42,Letonia,LV,23/05/2024
2017-01,Psicoterapia,45,Letonia,LV,23/05/2024
2017-02,Psicoterapia,51,Letonia,LV,23/05/2024
2017-03,Psicoterapia,60,Letonia,LV,23/05/2024
2017-04,Psicoterapia,30,Letonia,LV,23/05/2024
2017-05,Psicoterapia,29,Letonia,LV,23/05/2024
2017-06,Psicoterapia,19,Letonia,LV,23/05/2024
2017-07,Psicoterapia,38,Letonia,LV,23/05/2024
2017-08,Psicoterapia,25,Letonia,LV,23/05/2024
2017-09,Psicoterapia,27,Letonia,LV,23/05/2024
2017-10,Psicoterapia,46,Letonia,LV,23/05/2024
2017-11,Psicoterapia,33,Letonia,LV,23/05/2024
2017-12,Psicoterapia,37,Letonia,LV,23/05/2024
2018-01,Psicoterapia,46,Letonia,LV,23/05/2024
2018-02,Psicoterapia,32,Letonia,LV,23/05/2024
2018-03,Psicoterapia,21,Letonia,LV,23/05/2024
2018-04,Psicoterapia,18,Letonia,LV,23/05/2024
2018-05,Psicoterapia,16,Letonia,LV,23/05/2024
2018-06,Psicoterapia,20,Letonia,LV,23/05/2024
2018-07,Psicoterapia,26,Letonia,LV,23/05/2024
2018-08,Psicoterapia,0,Letonia,LV,23/05/2024
2018-09,Psicoterapia,19,Letonia,LV,23/05/2024
2018-10,Psicoterapia,0,Letonia,LV,23/05/2024
2018-11,Psicoterapia,12,Letonia,LV,23/05/2024
2018-12,Psicoterapia,24,Letonia,LV,23/05/2024
2019-01,Psicoterapia,25,Letonia,LV,23/05/2024
2019-02,Psicoterapia,15,Letonia,LV,23/05/2024
2019-03,Psicoterapia,18,Letonia,LV,23/05/2024
2019-04,Psicoterapia,26,Letonia,LV,23/05/2024
2019-05,Psicoterapia,23,Letonia,LV,23/05/2024
2019-06,Psicoterapia,20,Letonia,LV,23/05/2024
2019-07,Psicoterapia,17,Letonia,LV,23/05/2024
2019-08,Psicoterapia,18,Letonia,LV,23/05/2024
2019-09,Psicoterapia,19,Letonia,LV,23/05/2024
2019-10,Psicoterapia,10,Letonia,LV,23/05/2024
2019-11,Psicoterapia,22,Letonia,LV,23/05/2024
2019-12,Psicoterapia,19,Letonia,LV,23/05/2024
2020-01,Psicoterapia,23,Letonia,LV,23/05/2024
2020-02,Psicoterapia,25,Letonia,LV,23/05/2024
2020-03,Psicoterapia,14,Letonia,LV,23/05/2024
2020-04,Psicoterapia,22,Letonia,LV,23/05/2024
2020-05,Psicoterapia,10,Letonia,LV,23/05/2024
2020-06,Psicoterapia,29,Letonia,LV,23/05/2024
2020-07,Psicoterapia,18,Letonia,LV,23/05/2024
2020-08,Psicoterapia,13,Letonia,LV,23/05/2024
2020-09,Psicoterapia,23,Letonia,LV,23/05/2024
2020-10,Psicoterapia,21,Letonia,LV,23/05/2024
2020-11,Psicoterapia,30,Letonia,LV,23/05/2024
2020-12,Psicoterapia,24,Letonia,LV,23/05/2024
2021-01,Psicoterapia,24,Letonia,LV,23/05/2024
2021-02,Psicoterapia,25,Letonia,LV,23/05/2024
2021-03,Psicoterapia,38,Letonia,LV,23/05/2024
2021-04,Psicoterapia,28,Letonia,LV,23/05/2024
2021-05,Psicoterapia,28,Letonia,LV,23/05/2024
2021-06,Psicoterapia,31,Letonia,LV,23/05/2024
2021-07,Psicoterapia,29,Letonia,LV,23/05/2024
2021-08,Psicoterapia,31,Letonia,LV,23/05/2024
2021-09,Psicoterapia,32,Letonia,LV,23/05/2024
2021-10,Psicoterapia,26,Letonia,LV,23/05/2024
2021-11,Psicoterapia,35,Letonia,LV,23/05/2024
2021-12,Psicoterapia,25,Letonia,LV,23/05/2024
2022-01,Psicoterapia,41,Letonia,LV,23/05/2024
2022-02,Psicoterapia,34,Letonia,LV,23/05/2024
2022-03,Psicoterapia,32,Letonia,LV,23/05/2024
2022-04,Psicoterapia,30,Letonia,LV,23/05/2024
2022-05,Psicoterapia,35,Letonia,LV,23/05/2024
2022-06,Psicoterapia,25,Letonia,LV,23/05/2024
